,date,state,city,newCases
2434,2020-06-07,MT,TOTAL,245
2462,2020-06-08,MT,TOTAL,210
2490,2020-06-09,MT,TOTAL,261
2518,2020-06-10,MT,TOTAL,258
2546,2020-06-11,MT,TOTAL,330
2574,2020-06-12,MT,TOTAL,298
2602,2020-06-13,MT,TOTAL,349
2630,2020-06-14,MT,TOTAL,369
2658,2020-06-15,MT,TOTAL,282
2686,2020-06-16,MT,TOTAL,487
2714,2020-06-17,MT,TOTAL,484
2742,2020-06-18,MT,TOTAL,805
2770,2020-06-19,MT,TOTAL,559
2798,2020-06-20,MT,TOTAL,537
2826,2020-06-21,MT,TOTAL,514
2854,2020-06-22,MT,TOTAL,494
2882,2020-06-23,MT,TOTAL,747
2910,2020-06-24,MT,TOTAL,554
2938,2020-06-25,MT,TOTAL,1030
2966,2020-06-26,MT,TOTAL,805
2994,2020-06-27,MT,TOTAL,722
3022,2020-06-28,MT,TOTAL,559
3050,2020-06-29,MT,TOTAL,641
3078,2020-06-30,MT,TOTAL,976
3106,2020-07-01,MT,TOTAL,1097
3134,2020-07-02,MT,TOTAL,955
3162,2020-07-03,MT,TOTAL,1184
3190,2020-07-04,MT,TOTAL,793
3218,2020-07-05,MT,TOTAL,748
3246,2020-07-06,MT,TOTAL,997
3274,2020-07-07,MT,TOTAL,1428
3302,2020-07-08,MT,TOTAL,1298
3330,2020-07-09,MT,TOTAL,1592
3358,2020-07-10,MT,TOTAL,1240
3386,2020-07-11,MT,TOTAL,0
3414,2020-07-12,MT,TOTAL,1155
3442,2020-07-13,MT,TOTAL,488
3470,2020-07-14,MT,TOTAL,0
3498,2020-07-15,MT,TOTAL,1257
3526,2020-07-16,MT,TOTAL,1181
3554,2020-07-17,MT,TOTAL,1254
3582,2020-07-18,MT,TOTAL,-205
3610,2020-07-19,MT,TOTAL,1838
3638,2020-07-20,MT,TOTAL,1069
231,2020-03-20,RO,TOTAL,1
258,2020-03-21,RO,TOTAL,2
286,2020-03-22,RO,TOTAL,0
314,2020-03-23,RO,TOTAL,0
342,2020-03-24,RO,TOTAL,2
370,2020-03-25,RO,TOTAL,0
398,2020-03-26,RO,TOTAL,1
426,2020-03-27,RO,TOTAL,0
454,2020-03-28,RO,TOTAL,0
482,2020-03-29,RO,TOTAL,0
510,2020-03-30,RO,TOTAL,2
538,2020-03-31,RO,TOTAL,1
566,2020-04-01,RO,TOTAL,0
594,2020-04-02,RO,TOTAL,1
622,2020-04-03,RO,TOTAL,0
650,2020-04-04,RO,TOTAL,1
678,2020-04-05,RO,TOTAL,3
706,2020-04-06,RO,TOTAL,4
734,2020-04-07,RO,TOTAL,5
762,2020-04-08,RO,TOTAL,3
790,2020-04-09,RO,TOTAL,2
818,2020-04-10,RO,TOTAL,4
846,2020-04-11,RO,TOTAL,2
874,2020-04-12,RO,TOTAL,8
902,2020-04-13,RO,TOTAL,0
930,2020-04-14,RO,TOTAL,27
958,2020-04-15,RO,TOTAL,4
986,2020-04-16,RO,TOTAL,19
1014,2020-04-17,RO,TOTAL,18
1042,2020-04-18,RO,TOTAL,18
1070,2020-04-19,RO,TOTAL,32
1098,2020-04-20,RO,TOTAL,39
1126,2020-04-21,RO,TOTAL,24
1154,2020-04-22,RO,TOTAL,0
1182,2020-04-23,RO,TOTAL,27
1210,2020-04-24,RO,TOTAL,40
1238,2020-04-25,RO,TOTAL,38
1266,2020-04-26,RO,TOTAL,36
1294,2020-04-27,RO,TOTAL,29
1322,2020-04-28,RO,TOTAL,20
1350,2020-04-29,RO,TOTAL,20
1378,2020-04-30,RO,TOTAL,69
1406,2020-05-01,RO,TOTAL,83
1434,2020-05-02,RO,TOTAL,69
1462,2020-05-03,RO,TOTAL,51
1490,2020-05-04,RO,TOTAL,51
1518,2020-05-05,RO,TOTAL,105
1546,2020-05-06,RO,TOTAL,82
1574,2020-05-07,RO,TOTAL,155
1602,2020-05-08,RO,TOTAL,124
1630,2020-05-09,RO,TOTAL,41
1658,2020-05-10,RO,TOTAL,39
1686,2020-05-11,RO,TOTAL,96
1714,2020-05-12,RO,TOTAL,62
1742,2020-05-13,RO,TOTAL,152
1770,2020-05-14,RO,TOTAL,74
1798,2020-05-15,RO,TOTAL,108
1826,2020-05-16,RO,TOTAL,125
1854,2020-05-17,RO,TOTAL,44
1882,2020-05-18,RO,TOTAL,80
1910,2020-05-19,RO,TOTAL,370
1938,2020-05-20,RO,TOTAL,86
1966,2020-05-21,RO,TOTAL,160
1994,2020-05-22,RO,TOTAL,115
2022,2020-05-23,RO,TOTAL,335
2050,2020-05-24,RO,TOTAL,92
2078,2020-05-25,RO,TOTAL,67
2106,2020-05-26,RO,TOTAL,225
2134,2020-05-27,RO,TOTAL,369
2162,2020-05-28,RO,TOTAL,390
2190,2020-05-29,RO,TOTAL,250
2218,2020-05-30,RO,TOTAL,241
2246,2020-05-31,RO,TOTAL,199
2274,2020-06-01,RO,TOTAL,230
2302,2020-06-02,RO,TOTAL,305
2330,2020-06-03,RO,TOTAL,237
2358,2020-06-04,RO,TOTAL,745
2386,2020-06-05,RO,TOTAL,403
2414,2020-06-06,RO,TOTAL,839
2442,2020-06-07,RO,TOTAL,409
2470,2020-06-08,RO,TOTAL,516
2498,2020-06-09,RO,TOTAL,594
2526,2020-06-10,RO,TOTAL,630
2554,2020-06-11,RO,TOTAL,697
2582,2020-06-12,RO,TOTAL,677
2610,2020-06-13,RO,TOTAL,486
2638,2020-06-14,RO,TOTAL,155
2666,2020-06-15,RO,TOTAL,315
2694,2020-06-16,RO,TOTAL,830
2722,2020-06-17,RO,TOTAL,557
2750,2020-06-18,RO,TOTAL,237
2778,2020-06-19,RO,TOTAL,549
2806,2020-06-20,RO,TOTAL,599
2834,2020-06-21,RO,TOTAL,229
2862,2020-06-22,RO,TOTAL,646
2890,2020-06-23,RO,TOTAL,672
2918,2020-06-24,RO,TOTAL,925
2946,2020-06-25,RO,TOTAL,749
2974,2020-06-26,RO,TOTAL,1098
3002,2020-06-27,RO,TOTAL,464
3030,2020-06-28,RO,TOTAL,85
3058,2020-06-29,RO,TOTAL,586
3086,2020-06-30,RO,TOTAL,845
3114,2020-07-01,RO,TOTAL,272
3142,2020-07-02,RO,TOTAL,447
3170,2020-07-03,RO,TOTAL,271
3198,2020-07-04,RO,TOTAL,716
3226,2020-07-05,RO,TOTAL,522
3254,2020-07-06,RO,TOTAL,442
3282,2020-07-07,RO,TOTAL,643
3310,2020-07-08,RO,TOTAL,503
3338,2020-07-09,RO,TOTAL,335
3366,2020-07-10,RO,TOTAL,598
3394,2020-07-11,RO,TOTAL,496
3422,2020-07-12,RO,TOTAL,232
3450,2020-07-13,RO,TOTAL,322
3478,2020-07-14,RO,TOTAL,478
3506,2020-07-15,RO,TOTAL,389
3534,2020-07-16,RO,TOTAL,737
3562,2020-07-17,RO,TOTAL,463
3590,2020-07-18,RO,TOTAL,0
3618,2020-07-19,RO,TOTAL,0
3646,2020-07-20,RO,TOTAL,684
259,2020-03-21,RR,TOTAL,2
287,2020-03-22,RR,TOTAL,0
315,2020-03-23,RR,TOTAL,0
343,2020-03-24,RR,TOTAL,6
371,2020-03-25,RR,TOTAL,0
399,2020-03-26,RR,TOTAL,2
427,2020-03-27,RR,TOTAL,2
455,2020-03-28,RR,TOTAL,4
483,2020-03-29,RR,TOTAL,0
511,2020-03-30,RR,TOTAL,0
539,2020-03-31,RR,TOTAL,0
567,2020-04-01,RR,TOTAL,10
595,2020-04-02,RR,TOTAL,4
623,2020-04-03,RR,TOTAL,7
651,2020-04-04,RR,TOTAL,5
679,2020-04-05,RR,TOTAL,0
707,2020-04-06,RR,TOTAL,0
735,2020-04-07,RR,TOTAL,7
763,2020-04-08,RR,TOTAL,3
791,2020-04-09,RR,TOTAL,11
819,2020-04-10,RR,TOTAL,12
847,2020-04-11,RR,TOTAL,4
875,2020-04-12,RR,TOTAL,4
903,2020-04-13,RR,TOTAL,30
931,2020-04-14,RR,TOTAL,1
959,2020-04-15,RR,TOTAL,28
987,2020-04-16,RR,TOTAL,22
1015,2020-04-17,RR,TOTAL,37
1043,2020-04-18,RR,TOTAL,21
1071,2020-04-19,RR,TOTAL,22
1099,2020-04-20,RR,TOTAL,3
1127,2020-04-21,RR,TOTAL,33
1155,2020-04-22,RR,TOTAL,17
1183,2020-04-23,RR,TOTAL,7
1211,2020-04-24,RR,TOTAL,41
1239,2020-04-25,RR,TOTAL,56
1267,2020-04-26,RR,TOTAL,6
1295,2020-04-27,RR,TOTAL,18
1323,2020-04-28,RR,TOTAL,0
1351,2020-04-29,RR,TOTAL,27
1379,2020-04-30,RR,TOTAL,67
1407,2020-05-01,RR,TOTAL,83
1435,2020-05-02,RR,TOTAL,66
1463,2020-05-03,RR,TOTAL,72
1491,2020-05-04,RR,TOTAL,66
1519,2020-05-05,RR,TOTAL,63
1547,2020-05-06,RR,TOTAL,63
1575,2020-05-07,RR,TOTAL,88
1603,2020-05-08,RR,TOTAL,104
1631,2020-05-09,RR,TOTAL,78
1659,2020-05-10,RR,TOTAL,88
1687,2020-05-11,RR,TOTAL,5
1715,2020-05-12,RR,TOTAL,116
1743,2020-05-13,RR,TOTAL,0
1771,2020-05-14,RR,TOTAL,89
1799,2020-05-15,RR,TOTAL,89
1827,2020-05-16,RR,TOTAL,117
1855,2020-05-17,RR,TOTAL,85
1883,2020-05-18,RR,TOTAL,91
1911,2020-05-19,RR,TOTAL,106
1939,2020-05-20,RR,TOTAL,79
1967,2020-05-21,RR,TOTAL,79
1995,2020-05-22,RR,TOTAL,160
2023,2020-05-23,RR,TOTAL,133
2051,2020-05-24,RR,TOTAL,0
2079,2020-05-25,RR,TOTAL,125
2107,2020-05-26,RR,TOTAL,118
2135,2020-05-27,RR,TOTAL,277
2163,2020-05-28,RR,TOTAL,139
2191,2020-05-29,RR,TOTAL,201
2219,2020-05-30,RR,TOTAL,176
2247,2020-05-31,RR,TOTAL,217
2275,2020-06-01,RR,TOTAL,158
2303,2020-06-02,RR,TOTAL,293
2331,2020-06-03,RR,TOTAL,0
2359,2020-06-04,RR,TOTAL,688
2387,2020-06-05,RR,TOTAL,407
2415,2020-06-06,RR,TOTAL,291
2443,2020-06-07,RR,TOTAL,239
2471,2020-06-08,RR,TOTAL,288
2499,2020-06-09,RR,TOTAL,291
2527,2020-06-10,RR,TOTAL,247
2555,2020-06-11,RR,TOTAL,118
2583,2020-06-12,RR,TOTAL,130
2611,2020-06-13,RR,TOTAL,33
2639,2020-06-14,RR,TOTAL,6
2667,2020-06-15,RR,TOTAL,54
2695,2020-06-16,RR,TOTAL,215
2723,2020-06-17,RR,TOTAL,271
2751,2020-06-18,RR,TOTAL,229
2779,2020-06-19,RR,TOTAL,387
2807,2020-06-20,RR,TOTAL,83
2835,2020-06-21,RR,TOTAL,68
2863,2020-06-22,RR,TOTAL,2152
2891,2020-06-23,RR,TOTAL,463
2919,2020-06-24,RR,TOTAL,1069
2947,2020-06-25,RR,TOTAL,1039
2975,2020-06-26,RR,TOTAL,167
3003,2020-06-27,RR,TOTAL,1263
3031,2020-06-28,RR,TOTAL,118
3059,2020-06-29,RR,TOTAL,182
3087,2020-06-30,RR,TOTAL,512
3115,2020-07-01,RR,TOTAL,2430
3143,2020-07-02,RR,TOTAL,740
3171,2020-07-03,RR,TOTAL,446
3199,2020-07-04,RR,TOTAL,153
3227,2020-07-05,RR,TOTAL,26
3255,2020-07-06,RR,TOTAL,140
3283,2020-07-07,RR,TOTAL,196
3311,2020-07-08,RR,TOTAL,870
3339,2020-07-09,RR,TOTAL,1066
3367,2020-07-10,RR,TOTAL,629
3395,2020-07-11,RR,TOTAL,376
3423,2020-07-12,RR,TOTAL,402
3451,2020-07-13,RR,TOTAL,341
3479,2020-07-14,RR,TOTAL,713
3507,2020-07-15,RR,TOTAL,716
3535,2020-07-16,RR,TOTAL,610
3563,2020-07-17,RR,TOTAL,366
3591,2020-07-18,RR,TOTAL,94
3619,2020-07-19,RR,TOTAL,219
3647,2020-07-20,RR,TOTAL,299
