,date,state,city,newCases
3600,2020-07-19,AM,TOTAL,379
3628,2020-07-20,AM,TOTAL,476
102,2020-03-14,MS,TOTAL,2
119,2020-03-15,MS,TOTAL,0
137,2020-03-16,MS,TOTAL,2
156,2020-03-17,MS,TOTAL,2
175,2020-03-18,MS,TOTAL,1
197,2020-03-19,MS,TOTAL,2
222,2020-03-20,MS,TOTAL,3
249,2020-03-21,MS,TOTAL,4
277,2020-03-22,MS,TOTAL,5
305,2020-03-23,MS,TOTAL,0
333,2020-03-24,MS,TOTAL,3
361,2020-03-25,MS,TOTAL,0
389,2020-03-26,MS,TOTAL,1
417,2020-03-27,MS,TOTAL,3
445,2020-03-28,MS,TOTAL,3
473,2020-03-29,MS,TOTAL,5
501,2020-03-30,MS,TOTAL,8
529,2020-03-31,MS,TOTAL,4
557,2020-04-01,MS,TOTAL,3
585,2020-04-02,MS,TOTAL,2
613,2020-04-03,MS,TOTAL,7
641,2020-04-04,MS,TOTAL,2
669,2020-04-05,MS,TOTAL,3
697,2020-04-06,MS,TOTAL,1
725,2020-04-07,MS,TOTAL,14
753,2020-04-08,MS,TOTAL,5
781,2020-04-09,MS,TOTAL,4
809,2020-04-10,MS,TOTAL,8
837,2020-04-11,MS,TOTAL,3
865,2020-04-12,MS,TOTAL,1
893,2020-04-13,MS,TOTAL,12
921,2020-04-14,MS,TOTAL,2
949,2020-04-15,MS,TOTAL,6
977,2020-04-16,MS,TOTAL,10
1005,2020-04-17,MS,TOTAL,12
1033,2020-04-18,MS,TOTAL,18
1061,2020-04-19,MS,TOTAL,7
1089,2020-04-20,MS,TOTAL,3
1117,2020-04-21,MS,TOTAL,2
1145,2020-04-22,MS,TOTAL,2
1173,2020-04-23,MS,TOTAL,11
1201,2020-04-24,MS,TOTAL,27
1229,2020-04-25,MS,TOTAL,4
1257,2020-04-26,MS,TOTAL,17
1285,2020-04-27,MS,TOTAL,4
1313,2020-04-28,MS,TOTAL,2
1341,2020-04-29,MS,TOTAL,9
1369,2020-04-30,MS,TOTAL,6
1397,2020-05-01,MS,TOTAL,6
1425,2020-05-02,MS,TOTAL,5
1453,2020-05-03,MS,TOTAL,6
1481,2020-05-04,MS,TOTAL,2
1509,2020-05-05,MS,TOTAL,9
1537,2020-05-06,MS,TOTAL,5
1565,2020-05-07,MS,TOTAL,23
1593,2020-05-08,MS,TOTAL,15
1621,2020-05-09,MS,TOTAL,20
1649,2020-05-10,MS,TOTAL,16
1677,2020-05-11,MS,TOTAL,23
1705,2020-05-12,MS,TOTAL,20
1733,2020-05-13,MS,TOTAL,25
1761,2020-05-14,MS,TOTAL,22
1789,2020-05-15,MS,TOTAL,27
1817,2020-05-16,MS,TOTAL,29
1845,2020-05-17,MS,TOTAL,62
1873,2020-05-18,MS,TOTAL,43
1901,2020-05-19,MS,TOTAL,29
1929,2020-05-20,MS,TOTAL,51
1957,2020-05-21,MS,TOTAL,53
1985,2020-05-22,MS,TOTAL,59
2013,2020-05-23,MS,TOTAL,53
2041,2020-05-24,MS,TOTAL,165
2069,2020-05-25,MS,TOTAL,77
2097,2020-05-26,MS,TOTAL,86
2125,2020-05-27,MS,TOTAL,76
2153,2020-05-28,MS,TOTAL,94
2181,2020-05-29,MS,TOTAL,62
2209,2020-05-30,MS,TOTAL,71
2237,2020-05-31,MS,TOTAL,79
2265,2020-06-01,MS,TOTAL,78
2293,2020-06-02,MS,TOTAL,156
2321,2020-06-03,MS,TOTAL,123
2349,2020-06-04,MS,TOTAL,72
2377,2020-06-05,MS,TOTAL,135
2405,2020-06-06,MS,TOTAL,121
2433,2020-06-07,MS,TOTAL,71
2461,2020-06-08,MS,TOTAL,131
2489,2020-06-09,MS,TOTAL,142
2517,2020-06-10,MS,TOTAL,256
2545,2020-06-11,MS,TOTAL,148
2573,2020-06-12,MS,TOTAL,234
2601,2020-06-13,MS,TOTAL,198
2629,2020-06-14,MS,TOTAL,118
2657,2020-06-15,MS,TOTAL,234
2685,2020-06-16,MS,TOTAL,379
2713,2020-06-17,MS,TOTAL,110
2741,2020-06-18,MS,TOTAL,392
2769,2020-06-19,MS,TOTAL,324
2797,2020-06-20,MS,TOTAL,247
2825,2020-06-21,MS,TOTAL,154
2853,2020-06-22,MS,TOTAL,393
2881,2020-06-23,MS,TOTAL,417
2909,2020-06-24,MS,TOTAL,322
2937,2020-06-25,MS,TOTAL,390
2965,2020-06-26,MS,TOTAL,394
2993,2020-06-27,MS,TOTAL,220
3021,2020-06-28,MS,TOTAL,149
3049,2020-06-29,MS,TOTAL,289
3077,2020-06-30,MS,TOTAL,711
3105,2020-07-01,MS,TOTAL,386
3133,2020-07-02,MS,TOTAL,326
3161,2020-07-03,MS,TOTAL,522
3189,2020-07-04,MS,TOTAL,179
3217,2020-07-05,MS,TOTAL,164
3245,2020-07-06,MS,TOTAL,434
3273,2020-07-07,MS,TOTAL,376
3301,2020-07-08,MS,TOTAL,608
3329,2020-07-09,MS,TOTAL,590
3357,2020-07-10,MS,TOTAL,708
3385,2020-07-11,MS,TOTAL,228
3413,2020-07-12,MS,TOTAL,264
3441,2020-07-13,MS,TOTAL,473
3469,2020-07-14,MS,TOTAL,697
3497,2020-07-15,MS,TOTAL,699
3525,2020-07-16,MS,TOTAL,475
3553,2020-07-17,MS,TOTAL,201
3581,2020-07-18,MS,TOTAL,397
3609,2020-07-19,MS,TOTAL,234
3637,2020-07-20,MS,TOTAL,0
109,2020-03-14,SE,TOTAL,1
126,2020-03-15,SE,TOTAL,0
144,2020-03-16,SE,TOTAL,4
163,2020-03-17,SE,TOTAL,0
184,2020-03-18,SE,TOTAL,1
207,2020-03-19,SE,TOTAL,0
234,2020-03-20,SE,TOTAL,1
262,2020-03-21,SE,TOTAL,3
290,2020-03-22,SE,TOTAL,0
318,2020-03-23,SE,TOTAL,0
346,2020-03-24,SE,TOTAL,5
374,2020-03-25,SE,TOTAL,1
402,2020-03-26,SE,TOTAL,0
430,2020-03-27,SE,TOTAL,0
458,2020-03-28,SE,TOTAL,0
486,2020-03-29,SE,TOTAL,0
514,2020-03-30,SE,TOTAL,2
542,2020-03-31,SE,TOTAL,1
570,2020-04-01,SE,TOTAL,3
598,2020-04-02,SE,TOTAL,2
626,2020-04-03,SE,TOTAL,3
654,2020-04-04,SE,TOTAL,5
682,2020-04-05,SE,TOTAL,0
710,2020-04-06,SE,TOTAL,0
738,2020-04-07,SE,TOTAL,4
766,2020-04-08,SE,TOTAL,3
794,2020-04-09,SE,TOTAL,1
822,2020-04-10,SE,TOTAL,2
850,2020-04-11,SE,TOTAL,2
878,2020-04-12,SE,TOTAL,0
906,2020-04-13,SE,TOTAL,1
934,2020-04-14,SE,TOTAL,1
962,2020-04-15,SE,TOTAL,2
990,2020-04-16,SE,TOTAL,5
1018,2020-04-17,SE,TOTAL,5
1046,2020-04-18,SE,TOTAL,13
1074,2020-04-19,SE,TOTAL,15
1102,2020-04-20,SE,TOTAL,6
1130,2020-04-21,SE,TOTAL,25
1158,2020-04-22,SE,TOTAL,1
1186,2020-04-23,SE,TOTAL,17
1214,2020-04-24,SE,TOTAL,10
1242,2020-04-25,SE,TOTAL,9
1270,2020-04-26,SE,TOTAL,21
1298,2020-04-27,SE,TOTAL,36
1326,2020-04-28,SE,TOTAL,69
1354,2020-04-29,SE,TOTAL,57
1382,2020-04-30,SE,TOTAL,116
1410,2020-05-01,SE,TOTAL,64
1438,2020-05-02,SE,TOTAL,84
1466,2020-05-03,SE,TOTAL,129
1494,2020-05-04,SE,TOTAL,42
1522,2020-05-05,SE,TOTAL,126
1550,2020-05-06,SE,TOTAL,100
1578,2020-05-07,SE,TOTAL,216
1606,2020-05-08,SE,TOTAL,224
1634,2020-05-09,SE,TOTAL,150
1662,2020-05-10,SE,TOTAL,183
1690,2020-05-11,SE,TOTAL,29
1718,2020-05-12,SE,TOTAL,232
1746,2020-05-13,SE,TOTAL,236
1774,2020-05-14,SE,TOTAL,226
1802,2020-05-15,SE,TOTAL,374
1830,2020-05-16,SE,TOTAL,267
1858,2020-05-17,SE,TOTAL,208
1886,2020-05-18,SE,TOTAL,223
1914,2020-05-19,SE,TOTAL,401
1942,2020-05-20,SE,TOTAL,310
1970,2020-05-21,SE,TOTAL,457
1998,2020-05-22,SE,TOTAL,188
2026,2020-05-23,SE,TOTAL,209
2054,2020-05-24,SE,TOTAL,183
2082,2020-05-25,SE,TOTAL,134
2110,2020-05-26,SE,TOTAL,287
2138,2020-05-27,SE,TOTAL,177
2166,2020-05-28,SE,TOTAL,244
2194,2020-05-29,SE,TOTAL,306
2222,2020-05-30,SE,TOTAL,343
2250,2020-05-31,SE,TOTAL,194
2278,2020-06-01,SE,TOTAL,234
2306,2020-06-02,SE,TOTAL,322
2334,2020-06-03,SE,TOTAL,434
2362,2020-06-04,SE,TOTAL,211
2390,2020-06-05,SE,TOTAL,377
2418,2020-06-06,SE,TOTAL,395
2446,2020-06-07,SE,TOTAL,318
2474,2020-06-08,SE,TOTAL,437
2502,2020-06-09,SE,TOTAL,399
2530,2020-06-10,SE,TOTAL,489
2558,2020-06-11,SE,TOTAL,441
2586,2020-06-12,SE,TOTAL,478
2614,2020-06-13,SE,TOTAL,1332
2642,2020-06-14,SE,TOTAL,1102
2670,2020-06-15,SE,TOTAL,1707
2698,2020-06-16,SE,TOTAL,635
2726,2020-06-17,SE,TOTAL,497
2754,2020-06-18,SE,TOTAL,531
2782,2020-06-19,SE,TOTAL,470
2810,2020-06-20,SE,TOTAL,641
2838,2020-06-21,SE,TOTAL,536
2866,2020-06-22,SE,TOTAL,399
2894,2020-06-23,SE,TOTAL,499
2922,2020-06-24,SE,TOTAL,470
2950,2020-06-25,SE,TOTAL,728
2978,2020-06-26,SE,TOTAL,827
3006,2020-06-27,SE,TOTAL,1411
3034,2020-06-28,SE,TOTAL,1102
3062,2020-06-29,SE,TOTAL,396
3090,2020-06-30,SE,TOTAL,594
3118,2020-07-01,SE,TOTAL,1201
3146,2020-07-02,SE,TOTAL,0
3174,2020-07-03,SE,TOTAL,1574
3202,2020-07-04,SE,TOTAL,1575
3230,2020-07-05,SE,TOTAL,456
3258,2020-07-06,SE,TOTAL,501
3286,2020-07-07,SE,TOTAL,922
3314,2020-07-08,SE,TOTAL,850
3342,2020-07-09,SE,TOTAL,926
3370,2020-07-10,SE,TOTAL,1297
3398,2020-07-11,SE,TOTAL,1333
3426,2020-07-12,SE,TOTAL,1585
3454,2020-07-13,SE,TOTAL,590
3482,2020-07-14,SE,TOTAL,946
3510,2020-07-15,SE,TOTAL,972
3538,2020-07-16,SE,TOTAL,1087
3566,2020-07-17,SE,TOTAL,662
3594,2020-07-18,SE,TOTAL,1184
3622,2020-07-19,SE,TOTAL,2171
3650,2020-07-20,SE,TOTAL,816
132,2020-03-16,CE,TOTAL,9
151,2020-03-17,CE,TOTAL,1
170,2020-03-18,CE,TOTAL,9
192,2020-03-19,CE,TOTAL,5
216,2020-03-20,CE,TOTAL,44
243,2020-03-21,CE,TOTAL,16
271,2020-03-22,CE,TOTAL,41
299,2020-03-23,CE,TOTAL,39
327,2020-03-24,CE,TOTAL,21
355,2020-03-25,CE,TOTAL,26
383,2020-03-26,CE,TOTAL,26
411,2020-03-27,CE,TOTAL,45
439,2020-03-28,CE,TOTAL,40
467,2020-03-29,CE,TOTAL,37
495,2020-03-30,CE,TOTAL,23
523,2020-03-31,CE,TOTAL,19
551,2020-04-01,CE,TOTAL,44
579,2020-04-02,CE,TOTAL,120
607,2020-04-03,CE,TOTAL,93
635,2020-04-04,CE,TOTAL,87
663,2020-04-05,CE,TOTAL,218
691,2020-04-06,CE,TOTAL,83
719,2020-04-07,CE,TOTAL,143
747,2020-04-08,CE,TOTAL,205
775,2020-04-09,CE,TOTAL,51
803,2020-04-10,CE,TOTAL,113
831,2020-04-11,CE,TOTAL,110
859,2020-04-12,CE,TOTAL,79
887,2020-04-13,CE,TOTAL,189
915,2020-04-14,CE,TOTAL,136
943,2020-04-15,CE,TOTAL,220
971,2020-04-16,CE,TOTAL,120
999,2020-04-17,CE,TOTAL,335
1027,2020-04-18,CE,TOTAL,315
1055,2020-04-19,CE,TOTAL,246
1083,2020-04-20,CE,TOTAL,179
1111,2020-04-21,CE,TOTAL,229
1139,2020-04-22,CE,TOTAL,400
1167,2020-04-23,CE,TOTAL,586
1195,2020-04-24,CE,TOTAL,419
1223,2020-04-25,CE,TOTAL,546
1251,2020-04-26,CE,TOTAL,593
1279,2020-04-27,CE,TOTAL,523
1307,2020-04-28,CE,TOTAL,202
1335,2020-04-29,CE,TOTAL,426
1363,2020-04-30,CE,TOTAL,450
1391,2020-05-01,CE,TOTAL,139
1419,2020-05-02,CE,TOTAL,309
1447,2020-05-03,CE,TOTAL,70
1475,2020-05-04,CE,TOTAL,2661
1503,2020-05-05,CE,TOTAL,430
1531,2020-05-06,CE,TOTAL,840
1559,2020-05-07,CE,TOTAL,1578
1587,2020-05-08,CE,TOTAL,1246
1615,2020-05-09,CE,TOTAL,745
1643,2020-05-10,CE,TOTAL,813
1671,2020-05-11,CE,TOTAL,907
1699,2020-05-12,CE,TOTAL,813
1727,2020-05-13,CE,TOTAL,744
1755,2020-05-14,CE,TOTAL,1921
1783,2020-05-15,CE,TOTAL,1982
1811,2020-05-16,CE,TOTAL,736
1839,2020-05-17,CE,TOTAL,460
1867,2020-05-18,CE,TOTAL,2108
1895,2020-05-19,CE,TOTAL,1749
1923,2020-05-20,CE,TOTAL,2448
1951,2020-05-21,CE,TOTAL,853
1979,2020-05-22,CE,TOTAL,3160
2007,2020-05-23,CE,TOTAL,549
2035,2020-05-24,CE,TOTAL,473
2063,2020-05-25,CE,TOTAL,590
2091,2020-05-26,CE,TOTAL,836
2119,2020-05-27,CE,TOTAL,254
2147,2020-05-28,CE,TOTAL,546
2175,2020-05-29,CE,TOTAL,574
2203,2020-05-30,CE,TOTAL,9427
2231,2020-05-31,CE,TOTAL,667
2259,2020-06-01,CE,TOTAL,2015
2287,2020-06-02,CE,TOTAL,4179
2315,2020-06-03,CE,TOTAL,1373
2343,2020-06-04,CE,TOTAL,3739
2371,2020-06-05,CE,TOTAL,2381
2399,2020-06-06,CE,TOTAL,1399
2427,2020-06-07,CE,TOTAL,696
2455,2020-06-08,CE,TOTAL,1947
2483,2020-06-09,CE,TOTAL,2805
2511,2020-06-10,CE,TOTAL,2924
2539,2020-06-11,CE,TOTAL,2745
2567,2020-06-12,CE,TOTAL,1092
2595,2020-06-13,CE,TOTAL,645
2623,2020-06-14,CE,TOTAL,404
2651,2020-06-15,CE,TOTAL,3020
2679,2020-06-16,CE,TOTAL,2316
2707,2020-06-17,CE,TOTAL,3437
2735,2020-06-18,CE,TOTAL,2526
2763,2020-06-19,CE,TOTAL,2309
2791,2020-06-20,CE,TOTAL,1956
2819,2020-06-21,CE,TOTAL,469
2847,2020-06-22,CE,TOTAL,1842
2875,2020-06-23,CE,TOTAL,3347
2903,2020-06-24,CE,TOTAL,1523
2931,2020-06-25,CE,TOTAL,3540
2959,2020-06-26,CE,TOTAL,2152
2987,2020-06-27,CE,TOTAL,1794
3015,2020-06-28,CE,TOTAL,529
3043,2020-06-29,CE,TOTAL,632
3071,2020-06-30,CE,TOTAL,2258
3099,2020-07-01,CE,TOTAL,3555
3127,2020-07-02,CE,TOTAL,2481
3155,2020-07-03,CE,TOTAL,1792
3183,2020-07-04,CE,TOTAL,3153
3211,2020-07-05,CE,TOTAL,522
3239,2020-07-06,CE,TOTAL,1408
3267,2020-07-07,CE,TOTAL,2748
3295,2020-07-08,CE,TOTAL,3456
3323,2020-07-09,CE,TOTAL,1726
3351,2020-07-10,CE,TOTAL,3286
3379,2020-07-11,CE,TOTAL,1391
3407,2020-07-12,CE,TOTAL,789
3435,2020-07-13,CE,TOTAL,444
3463,2020-07-14,CE,TOTAL,2203
3491,2020-07-15,CE,TOTAL,2395
3519,2020-07-16,CE,TOTAL,2226
3547,2020-07-17,CE,TOTAL,2006
3575,2020-07-18,CE,TOTAL,908
3603,2020-07-19,CE,TOTAL,406
3631,2020-07-20,CE,TOTAL,440
147,2020-03-17,AC,TOTAL,3
166,2020-03-18,AC,TOTAL,0
188,2020-03-19,AC,TOTAL,1
211,2020-03-20,AC,TOTAL,3
238,2020-03-21,AC,TOTAL,4
266,2020-03-22,AC,TOTAL,0
294,2020-03-23,AC,TOTAL,6
322,2020-03-24,AC,TOTAL,4
350,2020-03-25,AC,TOTAL,2
378,2020-03-26,AC,TOTAL,1
406,2020-03-27,AC,TOTAL,1
434,2020-03-28,AC,TOTAL,0
462,2020-03-29,AC,TOTAL,9
490,2020-03-30,AC,TOTAL,8
518,2020-03-31,AC,TOTAL,0
546,2020-04-01,AC,TOTAL,1
574,2020-04-02,AC,TOTAL,2
602,2020-04-03,AC,TOTAL,1
630,2020-04-04,AC,TOTAL,0
658,2020-04-05,AC,TOTAL,2
686,2020-04-06,AC,TOTAL,2
714,2020-04-07,AC,TOTAL,0
742,2020-04-08,AC,TOTAL,8
770,2020-04-09,AC,TOTAL,4
798,2020-04-10,AC,TOTAL,8
826,2020-04-11,AC,TOTAL,2
854,2020-04-12,AC,TOTAL,5
882,2020-04-13,AC,TOTAL,13
910,2020-04-14,AC,TOTAL,9
938,2020-04-15,AC,TOTAL,2
966,2020-04-16,AC,TOTAL,14
994,2020-04-17,AC,TOTAL,20
1022,2020-04-18,AC,TOTAL,7
1050,2020-04-19,AC,TOTAL,21
1078,2020-04-20,AC,TOTAL,13
1106,2020-04-21,AC,TOTAL,19
1134,2020-04-22,AC,TOTAL,19
1162,2020-04-23,AC,TOTAL,13
1190,2020-04-24,AC,TOTAL,7
1218,2020-04-25,AC,TOTAL,24
1246,2020-04-26,AC,TOTAL,21
1274,2020-04-27,AC,TOTAL,22
1302,2020-04-28,AC,TOTAL,16
1330,2020-04-29,AC,TOTAL,37
1358,2020-04-30,AC,TOTAL,50
1386,2020-05-01,AC,TOTAL,83
1414,2020-05-02,AC,TOTAL,66
1442,2020-05-03,AC,TOTAL,105
1470,2020-05-04,AC,TOTAL,75
1498,2020-05-05,AC,TOTAL,84
1526,2020-05-06,AC,TOTAL,126
1554,2020-05-07,AC,TOTAL,71
1582,2020-05-08,AC,TOTAL,163
1610,2020-05-09,AC,TOTAL,158
1638,2020-05-10,AC,TOTAL,112
1666,2020-05-11,AC,TOTAL,13
1694,2020-05-12,AC,TOTAL,130
1722,2020-05-13,AC,TOTAL,104
1750,2020-05-14,AC,TOTAL,46
1778,2020-05-15,AC,TOTAL,45
1806,2020-05-16,AC,TOTAL,82
1834,2020-05-17,AC,TOTAL,130
1862,2020-05-18,AC,TOTAL,237
1890,2020-05-19,AC,TOTAL,248
1918,2020-05-20,AC,TOTAL,335
1946,2020-05-21,AC,TOTAL,286
1974,2020-05-22,AC,TOTAL,240
2002,2020-05-23,AC,TOTAL,524
2030,2020-05-24,AC,TOTAL,293
2058,2020-05-25,AC,TOTAL,341
2086,2020-05-26,AC,TOTAL,280
2114,2020-05-27,AC,TOTAL,470
2142,2020-05-28,AC,TOTAL,349
2170,2020-05-29,AC,TOTAL,241
2198,2020-05-30,AC,TOTAL,231
2226,2020-05-31,AC,TOTAL,147
2254,2020-06-01,AC,TOTAL,107
2282,2020-06-02,AC,TOTAL,139
2310,2020-06-03,AC,TOTAL,214
2338,2020-06-04,AC,TOTAL,342
2366,2020-06-05,AC,TOTAL,263
2394,2020-06-06,AC,TOTAL,241
2422,2020-06-07,AC,TOTAL,458
2450,2020-06-08,AC,TOTAL,145
2478,2020-06-09,AC,TOTAL,329
2506,2020-06-10,AC,TOTAL,289
2534,2020-06-11,AC,TOTAL,345
2562,2020-06-12,AC,TOTAL,204
2590,2020-06-13,AC,TOTAL,239
2618,2020-06-14,AC,TOTAL,108
2646,2020-06-15,AC,TOTAL,129
2674,2020-06-16,AC,TOTAL,232
2702,2020-06-17,AC,TOTAL,336
2730,2020-06-18,AC,TOTAL,325
2758,2020-06-19,AC,TOTAL,323
2786,2020-06-20,AC,TOTAL,276
2814,2020-06-21,AC,TOTAL,118
2842,2020-06-22,AC,TOTAL,158
2870,2020-06-23,AC,TOTAL,271
2898,2020-06-24,AC,TOTAL,212
2926,2020-06-25,AC,TOTAL,282
2954,2020-06-26,AC,TOTAL,340
2982,2020-06-27,AC,TOTAL,269
3010,2020-06-28,AC,TOTAL,145
3038,2020-06-29,AC,TOTAL,88
3066,2020-06-30,AC,TOTAL,107
3094,2020-07-01,AC,TOTAL,462
3122,2020-07-02,AC,TOTAL,333
3150,2020-07-03,AC,TOTAL,64
3178,2020-07-04,AC,TOTAL,375
3206,2020-07-05,AC,TOTAL,135
3234,2020-07-06,AC,TOTAL,66
3262,2020-07-07,AC,TOTAL,253
3290,2020-07-08,AC,TOTAL,226
3318,2020-07-09,AC,TOTAL,298
3346,2020-07-10,AC,TOTAL,303
3374,2020-07-11,AC,TOTAL,312
3402,2020-07-12,AC,TOTAL,110
3430,2020-07-13,AC,TOTAL,70
3458,2020-07-14,AC,TOTAL,219
3486,2020-07-15,AC,TOTAL,193
3514,2020-07-16,AC,TOTAL,193
3542,2020-07-17,AC,TOTAL,100
3570,2020-07-18,AC,TOTAL,237
3598,2020-07-19,AC,TOTAL,93
3626,2020-07-20,AC,TOTAL,167
176,2020-03-18,PA,TOTAL,1
198,2020-03-19,PA,TOTAL,0
224,2020-03-20,PA,TOTAL,1
251,2020-03-21,PA,TOTAL,0
279,2020-03-22,PA,TOTAL,2
307,2020-03-23,PA,TOTAL,1
335,2020-03-24,PA,TOTAL,0
363,2020-03-25,PA,TOTAL,2
391,2020-03-26,PA,TOTAL,6
419,2020-03-27,PA,TOTAL,3
447,2020-03-28,PA,TOTAL,2
475,2020-03-29,PA,TOTAL,2
503,2020-03-30,PA,TOTAL,6
531,2020-03-31,PA,TOTAL,8
559,2020-04-01,PA,TOTAL,7
587,2020-04-02,PA,TOTAL,8
615,2020-04-03,PA,TOTAL,26
643,2020-04-04,PA,TOTAL,7
671,2020-04-05,PA,TOTAL,4
699,2020-04-06,PA,TOTAL,37
727,2020-04-07,PA,TOTAL,31
755,2020-04-08,PA,TOTAL,13
783,2020-04-09,PA,TOTAL,2
811,2020-04-10,PA,TOTAL,48
839,2020-04-11,PA,TOTAL,20
867,2020-04-12,PA,TOTAL,22
895,2020-04-13,PA,TOTAL,51
923,2020-04-14,PA,TOTAL,74
951,2020-04-15,PA,TOTAL,103
979,2020-04-16,PA,TOTAL,70
1007,2020-04-17,PA,TOTAL,70
1035,2020-04-18,PA,TOTAL,14
1063,2020-04-19,PA,TOTAL,44
1091,2020-04-20,PA,TOTAL,217
1119,2020-04-21,PA,TOTAL,124
1147,2020-04-22,PA,TOTAL,169
1175,2020-04-23,PA,TOTAL,72
1203,2020-04-24,PA,TOTAL,312
1231,2020-04-25,PA,TOTAL,166
1259,2020-04-26,PA,TOTAL,325
1287,2020-04-27,PA,TOTAL,149
1315,2020-04-28,PA,TOTAL,100
1343,2020-04-29,PA,TOTAL,267
1371,2020-04-30,PA,TOTAL,413
1399,2020-05-01,PA,TOTAL,360
1427,2020-05-02,PA,TOTAL,368
1455,2020-05-03,PA,TOTAL,193
1483,2020-05-04,PA,TOTAL,342
1511,2020-05-05,PA,TOTAL,494
1539,2020-05-06,PA,TOTAL,768
1567,2020-05-07,PA,TOTAL,411
1595,2020-05-08,PA,TOTAL,584
1623,2020-05-09,PA,TOTAL,499
1651,2020-05-10,PA,TOTAL,330
1679,2020-05-11,PA,TOTAL,721
1707,2020-05-12,PA,TOTAL,990
1735,2020-05-13,PA,TOTAL,1285
1763,2020-05-14,PA,TOTAL,1135
1791,2020-05-15,PA,TOTAL,1159
1819,2020-05-16,PA,TOTAL,826
1847,2020-05-17,PA,TOTAL,737
1875,2020-05-18,PA,TOTAL,1266
1903,2020-05-19,PA,TOTAL,1710
1931,2020-05-20,PA,TOTAL,1752
1959,2020-05-21,PA,TOTAL,1603
1987,2020-05-22,PA,TOTAL,2165
2015,2020-05-23,PA,TOTAL,1428
2043,2020-05-24,PA,TOTAL,690
2071,2020-05-25,PA,TOTAL,2551
2099,2020-05-26,PA,TOTAL,2516
2127,2020-05-27,PA,TOTAL,1789
2155,2020-05-28,PA,TOTAL,3461
2183,2020-05-29,PA,TOTAL,2164
2211,2020-05-30,PA,TOTAL,563
2239,2020-05-31,PA,TOTAL,102
2267,2020-06-01,PA,TOTAL,2053
2295,2020-06-02,PA,TOTAL,3638
2323,2020-06-03,PA,TOTAL,2821
2351,2020-06-04,PA,TOTAL,3000
2379,2020-06-05,PA,TOTAL,4387
2407,2020-06-06,PA,TOTAL,0
2435,2020-06-07,PA,TOTAL,411
2463,2020-06-08,PA,TOTAL,3299
2491,2020-06-09,PA,TOTAL,3066
2519,2020-06-10,PA,TOTAL,2769
2547,2020-06-11,PA,TOTAL,1746
2575,2020-06-12,PA,TOTAL,1177
2603,2020-06-13,PA,TOTAL,2182
2631,2020-06-14,PA,TOTAL,714
2659,2020-06-15,PA,TOTAL,2019
2687,2020-06-16,PA,TOTAL,2949
2715,2020-06-17,PA,TOTAL,2431
2743,2020-06-18,PA,TOTAL,3449
2771,2020-06-19,PA,TOTAL,2809
2799,2020-06-20,PA,TOTAL,1773
2827,2020-06-21,PA,TOTAL,1366
2855,2020-06-22,PA,TOTAL,2616
2883,2020-06-23,PA,TOTAL,3072
2911,2020-06-24,PA,TOTAL,2328
2939,2020-06-25,PA,TOTAL,2436
2967,2020-06-26,PA,TOTAL,2841
2995,2020-06-27,PA,TOTAL,1130
3023,2020-06-28,PA,TOTAL,764
3051,2020-06-29,PA,TOTAL,1999
3079,2020-06-30,PA,TOTAL,2647
3107,2020-07-01,PA,TOTAL,2214
3135,2020-07-02,PA,TOTAL,2344
3163,2020-07-03,PA,TOTAL,2120
3191,2020-07-04,PA,TOTAL,1280
3219,2020-07-05,PA,TOTAL,724
3247,2020-07-06,PA,TOTAL,1617
3275,2020-07-07,PA,TOTAL,2592
3303,2020-07-08,PA,TOTAL,1987
3331,2020-07-09,PA,TOTAL,1943
3359,2020-07-10,PA,TOTAL,2260
3387,2020-07-11,PA,TOTAL,780
3415,2020-07-12,PA,TOTAL,795
3443,2020-07-13,PA,TOTAL,2061
3471,2020-07-14,PA,TOTAL,2264
3499,2020-07-15,PA,TOTAL,2205
3527,2020-07-16,PA,TOTAL,2125
3555,2020-07-17,PA,TOTAL,1783
3583,2020-07-18,PA,TOTAL,537
3611,2020-07-19,PA,TOTAL,912
3639,2020-07-20,PA,TOTAL,1997
177,2020-03-18,PB,TOTAL,1
199,2020-03-19,PB,TOTAL,0
225,2020-03-20,PB,TOTAL,0
252,2020-03-21,PB,TOTAL,0
280,2020-03-22,PB,TOTAL,0
308,2020-03-23,PB,TOTAL,1
336,2020-03-24,PB,TOTAL,1
364,2020-03-25,PB,TOTAL,2
392,2020-03-26,PB,TOTAL,1
420,2020-03-27,PB,TOTAL,4
448,2020-03-28,PB,TOTAL,4
476,2020-03-29,PB,TOTAL,0
504,2020-03-30,PB,TOTAL,3
532,2020-03-31,PB,TOTAL,1
560,2020-04-01,PB,TOTAL,3
588,2020-04-02,PB,TOTAL,8
616,2020-04-03,PB,TOTAL,3
644,2020-04-04,PB,TOTAL,2
672,2020-04-05,PB,TOTAL,1
700,2020-04-06,PB,TOTAL,1
728,2020-04-07,PB,TOTAL,5
756,2020-04-08,PB,TOTAL,14
784,2020-04-09,PB,TOTAL,24
812,2020-04-10,PB,TOTAL,6
840,2020-04-11,PB,TOTAL,16
868,2020-04-12,PB,TOTAL,10
896,2020-04-13,PB,TOTAL,25
924,2020-04-14,PB,TOTAL,16
952,2020-04-15,PB,TOTAL,13
980,2020-04-16,PB,TOTAL,30
1008,2020-04-17,PB,TOTAL,10
